үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:
135.0,"Сонгинохайрхан, 1-р хороолол",Паркет,1,2018.0,0,Вакум,10.0,Бүргэд,40.16,2.0,0,2.0,1
386.09999999999997,"Хан-Уул, 19-р хороолол",Паркет,3,2012.0,1,Вакум,12.0,Бүргэд,117.0,10.0,0,6.0,1
572.152,"Хан-Уул, Зайсан",Паркет,1,2016.0,1,Вакум,10.0,Бүргэд,168.28,4.0,0,7.0,1
189.0,"Баянгол, Модны 2",Паркет,1,2013.0,0,Вакум,10.0,Бүргэд,60.0,4.0,0,2.0,1
333.45,"Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2014.0,0,Вакум,13.0,Бүргэд,85.8,13.0,1,7.0,1
63.0,"Сонгинохайрхан, Ханын материал",Паркет,1,2014.0,0,Вакум,5.0,Бүргэд,25.66,2.0,0,1.0,1
153.0,"Баянгол, Баруун 4 зам",Паркет,1,1989.0,0,Төмөр вакум,9.0,Төмөр вакум,36.0,7.0,0,3.0,1
166.08,"Сүхбаатар, Дөлгөөн нуур",Паркет,1,2019.0,0,Вакум,15.0,Төмөр,51.9,13.0,0,3.0,1
547.4,"Хан-Уул, Хан-Уул, Хороо 2",Паркет,1,2024.0,1,Вакум,18.0,Бүргэд,119.0,9.0,1,6.0,1
221.16,"Хан-Уул, Хан-Уул, Хороо 3",Паркет,1,2024.0,1,Вакум,15.0,Төмөр,58.2,12.0,0,5.0,1
40.0,"Хан-Уул, Нисэх",Паркет,1,2025.0,1,Вакум,10.0,Бүргэд,32.0,5.0,1,2.0,0
602.0,"Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2012.0,1,Вакум,16.0,Бүргэд,140.0,15.0,0,6.0,1
