,үнэ,хаяг,Тагт:,Гараж:,Барилгын давхар:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Нас,Цонх:_Бусад,Цонх:_Вакум,Дүүрэг_Баянгол,Дүүрэг_Баянзүрх,Дүүрэг_Налайх,Дүүрэг_Сонгинохайрхан,Дүүрэг_Сүхбаатар,Дүүрэг_Хан-Уул,Дүүрэг_Чингэлтэй,Хаалга:_Бусад,Хаалга:_Бүргэд,Хаалга:_Төмөр,Шал:_Бусад,Шал:_Паркет
19,227.0,Дөлгөөн нуур,2,0,16.0,63.05,16.0,1,3.0,1,0.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True
20,209.0,Яармаг,1,0,16.0,65.67,1.0,1,2.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
21,130.0,10-р хороолол,0,0,12.0,43.1,4.0,0,2.0,1,11.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
22,120.0,3,1,0,9.0,40.0,1.0,0,3.0,1,32.0,False,True,True,False,False,False,False,False,False,True,False,False,False,True
23,471.9,King Tower,0,0,16.0,121.0,3.0,0,3.0,1,5.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
24,127.0,Чингэлтэй,1,0,5.0,69.13,5.0,1,3.0,1,2.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True
25,385.0,Нархан хотхон,0,0,16.0,70.0,3.0,0,4.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
26,110.0,21-р хороолол,1,0,16.0,35.64,8.0,0,2.0,1,10.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
27,280.0,Хурд,1,0,9.0,66.6,6.0,0,3.0,1,14.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
28,89.9,Баянзүрх,0,0,16.0,29.0,1.0,0,2.0,1,0.0,True,False,False,True,False,False,False,False,False,False,True,False,False,True
29,240.0,19-р хороолол,1,0,14.0,65.53,14.0,1,2.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
30,415.0,Зайсан,1,0,6.0,117.18,6.0,0,3.0,1,11.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True
31,129.06,21-р хороолол,1,0,15.0,47.8,15.0,1,2.0,1,7.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
32,85.0,Улаанхуаран,1,0,12.0,30.0,12.0,1,2.0,1,11.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
33,683.0,Хүннү,2,1,17.0,117.83,9.0,0,5.0,1,10.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
34,628.52,2-р эмнэлэг,1,1,12.0,165.4,6.0,1,6.0,1,14.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
35,172.44,Хан-Уул,1,0,16.0,43.11,3.0,0,2.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
36,548.8,Сансар,0,0,25.0,112.0,16.0,1,4.0,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
37,525.0,0,3,1,9.0,175.0,9.0,1,8.0,1,9.0,False,True,False,False,False,False,True,False,False,False,True,False,True,False
38,215.0,10-р хороолол,1,0,6.0,58.5,4.0,0,3.0,1,22.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
39,455.0,Зайсан,0,0,10.0,130.0,5.0,1,4.0,1,6.0,True,False,False,False,False,False,False,True,False,False,True,False,True,False
40,178.155,Яармаг,0,0,15.0,48.15,9.0,0,3.0,1,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,True
41,66.0,Баянзүрх,1,0,5.0,27.0,5.0,0,1.0,1,9.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
42,223.92,Яармаг,2,0,12.0,93.3,2.0,0,4.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
43,250.0,19-р хороолол,1,0,6.0,65.0,1.0,0,3.0,1,11.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
44,220.0,Чингэлтэй,0,0,4.0,33.0,3.0,0,2.0,1,39.0,False,True,False,False,False,False,False,False,True,False,True,False,True,False
45,630.0,Бага тойрог,2,0,9.0,185.35,8.0,1,5.0,1,14.0,False,True,False,False,False,False,True,False,False,False,True,False,True,False
46,503.874,19-р хороолол,1,0,12.0,79.98,3.0,0,3.0,1,2.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
47,273.47,King Tower,0,0,12.0,66.7,12.0,0,3.0,1,9.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
48,285.0,Бөхийн Өргөө,1,0,9.0,106.0,6.0,0,5.0,1,33.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
49,79.0,100 айл,1,0,12.0,21.1,8.0,0,1.0,1,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,True
50,365.0,Зайсан,0,0,16.0,79.0,7.0,1,6.0,1,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
51,80.0,21-р хороолол,1,0,13.0,30.0,10.0,0,2.0,1,12.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
52,300.0,Баянгол,0,0,23.0,50.0,1.0,0,2.0,1,9.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
53,472.0,Зайсан,1,1,6.0,118.0,2.0,0,3.0,1,8.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
54,74.0,Нисэх,1,0,16.0,30.13,7.0,0,1.0,0,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
55,380.0,UB Town,1,1,5.0,150.0,3.0,0,6.0,1,14.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
56,110.0,10-р хороолол,1,0,16.0,43.0,13.0,0,2.0,1,11.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True
57,160.0,5 шар,1,0,9.0,53.94,7.0,1,3.0,1,9.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
58,395.0,19-р хороолол,1,0,16.0,82.07,10.0,0,3.0,1,3.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
59,380.0,13-р хороолол,2,0,9.0,90.0,5.0,0,5.0,1,35.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
