,үнэ,хаяг,Тагт:,Гараж:,Барилгын давхар:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Нас,Цонх:_Бусад,Цонх:_Вакум,Дүүрэг_Баянгол,Дүүрэг_Баянзүрх,Дүүрэг_Налайх,Дүүрэг_Сонгинохайрхан,Дүүрэг_Сүхбаатар,Дүүрэг_Хан-Уул,Дүүрэг_Чингэлтэй,Хаалга:_Бусад,Хаалга:_Бүргэд,Хаалга:_Төмөр,Шал:_Бусад,Шал:_Паркет
365,213.4,Яармаг,0,0,16.0,77.6,1.0,1,3.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
366,299.0,Нарны хороолол,1,0,16.0,53.6,12.0,1,2.0,1,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
367,428.175,120 мянгат,1,0,22.0,77.85,7.0,1,3.0,1,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
368,280.0,Хурд,0,0,9.0,66.6,6.0,0,4.0,1,11.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
369,521.0,5-р хороолол,1,1,16.0,116.0,7.0,0,4.0,1,5.0,False,True,False,False,False,False,True,False,False,False,False,True,False,True
370,215.0,Баянзүрх,2,0,5.0,66.5,2.0,1,4.0,1,28.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
371,255.0,Төмөр зам,2,0,6.0,88.0,3.0,0,4.0,1,9.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
372,263.0,Чингэлтэй,1,0,5.0,63.0,1.0,0,3.0,1,22.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True
373,342.0,Яармаг,0,0,12.0,114.0,1.0,1,4.0,1,5.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
374,190.0,14-р хороолол,1,0,5.0,88.0,5.0,1,6.0,1,37.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
375,155.0,Нисэх,1,0,16.0,55.2,3.0,0,3.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
376,180.0,КТМС,1,0,12.0,50.0,3.0,0,2.0,1,1.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
377,290.0,100 айл,0,0,5.0,105.0,1.0,0,6.0,1,34.0,False,True,False,False,False,False,True,False,False,False,True,False,False,True
378,315.0,Нарны хороолол,0,0,17.0,82.0,15.0,0,3.0,1,5.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
379,270.0,120 мянгат,0,0,16.0,58.85,15.0,0,4.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
380,295.0,120 мянгат,1,0,6.0,80.0,6.0,0,4.0,1,24.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
381,188.0,3,1,0,12.0,59.9,8.0,0,2.0,1,7.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
382,180.0,Мишээл,1,0,12.0,57.34,10.0,1,4.0,1,12.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
383,185.0,1-р хороолол,2,0,9.0,45.0,7.0,1,4.0,1,35.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
384,118.0,Яармаг,0,0,16.0,38.0,1.0,0,2.0,1,2.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
385,158.0,Мишээл,1,0,12.0,43.0,8.0,0,2.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
386,154.8,Мишээл,1,0,12.0,43.0,8.0,0,3.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
387,262.0,19-р хороолол,1,1,6.0,93.42,5.0,0,6.0,1,13.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
388,230.0,3,1,0,4.0,72.0,3.0,0,3.0,1,11.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
389,392.0,19-р хороолол,1,1,16.0,84.87,7.0,0,4.0,1,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
390,85.0,16-р хороолол,1,0,5.0,18.0,2.0,0,4.0,1,22.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
391,185.0,Нүхтийн ам,1,0,5.0,55.71,16.0,0,2.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
392,129.0,Баянзүрх,1,0,12.0,47.38,8.0,0,2.0,1,6.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
393,77.0,Ботаник,1,0,10.0,31.0,9.0,0,2.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False
394,350.0,Хансвилл хотхон,1,1,15.0,107.0,3.0,1,4.0,1,9.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
395,110.0,Их Засаг Их сургууль,1,0,5.0,35.45,3.0,1,2.0,1,10.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
396,257.76,Зайсан,1,0,16.0,53.7,7.0,0,2.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
397,135.72,3,1,0,12.0,46.8,3.0,0,3.0,0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True
398,611.0,Баянзүрх,0,1,23.0,81.5,14.0,0,2.0,1,3.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
399,623.714,Мишээл,1,0,16.0,135.59,11.0,0,5.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
400,130.0,Яармаг,1,0,16.0,46.26,13.0,0,3.0,0,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
401,340.0,120 мянгат,2,1,6.0,108.4,1.0,0,5.0,1,10.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
402,180.0,50-р сургуулийн ойролцоо,1,0,5.0,50.0,2.0,1,3.0,1,25.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True
403,320.085,Баянзүрх,1,0,23.0,71.13,17.0,0,3.0,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
404,492.0,Баянзүрх,1,0,16.0,82.0,8.0,1,3.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
405,336.0,Яармаг,2,1,16.0,105.0,15.0,0,5.0,1,3.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
406,118.95,16-р хороолол,1,0,16.0,39.0,7.0,0,2.0,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
407,126.0,Сүхбаатар,1,0,12.0,41.1,5.0,0,3.0,1,6.0,False,True,False,False,False,False,True,False,False,False,True,False,False,True
408,295.0,Хан-Уул,1,1,6.0,76.0,4.0,0,4.0,1,13.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
409,180.0,Хан-Уул,1,0,12.0,54.65,5.0,0,2.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
410,303.68,Баянзүрх,1,0,16.0,58.4,12.0,0,2.0,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
411,258.0,Баянзүрх,1,0,16.0,60.0,16.0,0,3.0,1,5.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
412,586.5,Цирк,1,0,16.0,85.0,10.0,0,3.0,1,2.0,False,True,False,False,False,False,True,False,False,False,False,True,False,True
413,270.0,Баянзүрх,1,0,16.0,88.61,4.0,0,5.0,1,8.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
414,135.0,Хан-Уул,1,0,13.0,43.0,9.0,0,1.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
415,160.0,Нисэх,1,0,9.0,66.88,1.0,0,3.0,1,10.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
416,125.425,21-р хороолол,1,0,12.0,50.17,3.0,0,4.0,0,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True
417,447.15,Баянзүрх,1,0,16.0,81.3,4.0,0,3.0,1,0.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
418,650.0,Стадион Оргил,1,1,23.0,77.15,16.0,0,5.0,1,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
419,169.65,Баянзүрх,1,0,16.0,37.7,4.0,0,2.0,1,7.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
420,182.0,Хан-Уул,1,0,15.0,51.28,7.0,0,4.0,1,3.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
421,157.0,Модны 2,1,0,9.0,42.29,4.0,0,2.0,1,4.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
422,169.65,Үндэсний цэцэрлэгт хүрээлэн,1,0,16.0,37.7,4.0,0,2.0,1,7.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
423,270.0,Баянгол,1,1,16.0,90.15,14.0,0,7.0,1,17.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True
424,215.0,Зайсан,1,0,12.0,58.15,7.0,0,3.0,1,4.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
425,255.0,Баянгол,2,0,4.0,88.0,2.0,0,4.0,1,8.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
426,164.0,19-р хороолол,1,0,12.0,46.78,3.0,0,2.0,1,8.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
427,255.0,Хан-Уул,1,0,12.0,45.1,7.0,0,3.0,1,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
428,105.0,Баянзүрх,1,0,6.0,38.0,2.0,0,2.0,1,8.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
429,193.792,Яармаг,1,0,7.0,60.56,5.0,0,3.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
430,142.39,16-р хороолол,1,0,16.0,49.1,16.0,0,2.0,1,0.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
431,195.84,Яармаг,1,0,16.0,54.4,13.0,0,2.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
432,229.68,Офицер,1,0,16.0,76.56,3.0,0,3.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
433,162.63,Баянзүрх дүүрэг,1,0,16.0,54.21,14.0,0,2.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
434,574.5,Баянзүрх,1,0,16.0,133.62,5.0,0,4.0,1,5.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True
436,100.0,13-р хороолол,1,0,12.0,33.8,6.0,0,2.0,1,10.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
437,185.0,120 мянгат,1,0,16.0,48.74,4.0,1,3.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
438,335.32,Яармаг,1,1,16.0,80.8,11.0,1,5.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
439,240.0,Баянзүрх,2,0,12.0,110.1,5.0,0,4.0,1,12.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
440,295.75,Яармаг,1,0,14.0,91.0,7.0,1,5.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
441,203.0,Натур худалдааны төв,1,0,12.0,66.43,12.0,0,2.0,1,10.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
442,599.0,Яармаг,2,1,16.0,134.26,16.0,0,5.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
443,251.0,10-р хороолол,1,0,5.0,77.0,5.0,1,3.0,1,14.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
444,168.0,Нарны хороолол,1,0,16.0,48.12,7.0,0,2.0,1,8.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True
445,337.76899999999995,Төмөр зам,1,0,16.0,63.73,6.0,1,3.0,0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True
446,357.0,Баянмонгол хороолол,1,0,10.0,97.8,5.0,0,4.0,1,14.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
447,115.4335,Хан-Уул,1,0,16.0,39.13,10.0,0,2.0,1,1.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
448,225.0,Баянмонгол хороолол,1,0,10.0,56.9,9.0,1,3.0,1,12.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
449,185.0,Баруун 4 зам,1,0,12.0,52.0,3.0,0,2.0,1,12.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
450,202.72,Баянзүрх,1,0,12.0,57.92,12.0,0,3.0,1,9.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
451,580.35,Удирдлагын Академи,1,0,11.0,159.0,11.0,0,6.0,1,12.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
452,127.4,Улаанхуаран,1,0,23.0,49.0,22.0,0,2.0,0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
453,181.0,Olympic village,1,1,12.0,49.6,8.0,1,2.0,1,10.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
454,371.0,Дөлгөөн нуур,1,0,16.0,70.0,6.0,1,3.0,1,2.0,False,True,False,False,False,False,True,False,False,False,True,False,False,True
455,380.0,Хурд,2,0,12.0,114.15,7.0,1,4.0,1,11.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
456,273.47,King Tower,1,0,12.0,66.7,12.0,0,2.0,1,8.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
457,492.0,Баянзүрх,1,0,16.0,82.0,5.0,0,4.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
458,110.0,Яармаг,0,0,5.0,41.0,5.0,1,3.0,1,13.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
459,245.0,Яармаг,2,0,16.0,81.45,2.0,0,4.0,1,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
460,102.0,Сонгинохайрхан,1,1,9.0,53.04,9.0,1,3.0,1,8.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
461,255.2,14-р хороолол,1,0,16.0,88.0,16.0,0,4.0,1,2.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
462,365.5,Зайсан,1,0,10.0,107.5,10.0,0,3.0,1,7.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
463,110.0,Ханын материал,1,0,9.0,37.4,4.0,1,2.0,1,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
464,225.396,River stone,1,1,10.0,62.61,9.0,0,2.0,1,8.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
465,450.0,Чингэлтэй,3,0,5.0,121.0,5.0,0,7.0,1,34.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True
466,210.0,19-р хороолол,1,0,16.0,51.68,4.0,0,2.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
467,185.0,Сансар,1,0,5.0,36.0,1.0,0,5.0,1,44.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
468,128.0,Зайсан,1,0,12.0,38.0,4.0,0,2.0,1,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
469,495.3,Хан-Уул,2,0,16.0,78.0,3.0,0,3.0,1,3.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True
470,550.0,Баруун 4 зам,1,0,16.0,155.0,16.0,0,4.0,1,21.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
471,132.525,Баянзүрх,1,0,16.0,53.01,2.0,1,2.0,1,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
472,125.0,16-р хороолол,1,0,9.0,56.0,5.0,0,3.0,1,34.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
473,277.025,Яармаг,1,0,16.0,79.0,10.0,0,4.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
474,170.0,Хан-Уул,1,1,5.0,45.0,3.0,0,2.0,1,4.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True
475,625.1,Баянзүрх,1,1,9.0,165.0,6.0,0,7.0,1,13.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
476,201.3,Зайсан,1,0,6.0,61.0,4.0,0,2.0,1,12.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True
477,185.0,Баянгол,1,0,16.0,59.0,2.0,0,3.0,1,0.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
478,396.0,Олимп хотхон,1,0,12.0,120.0,6.0,0,4.0,1,10.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
479,160.0,3,1,0,12.0,29.0,11.0,0,3.0,1,36.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
480,195.0,25-р эмийн сан,1,0,6.0,72.0,2.0,0,3.0,1,12.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
