үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:
6700000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,2 тагттай,2023,Байхгүй,Вакум,23,Бүргэд,123.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
205000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Бүргэд,66.39 м²,7,Лизинггүй,3,Ашиглалтад орсон,
690480000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2014,Байгаа,Вакум,11,Төмөр,115.08 м²,9,Лизинггүй,4,Ашиглалтад орсон,
490000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2010,Байгаа,Вакум,5,Бүргэд,152.0 м²,5,Банкны лизингтэй,7,Ашиглалтад орсон,
160000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,60.81 м²,13,Лизинггүй,2,Ашиглалтад орсон,
230000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 18",Паркет,1 тагттай,2006,Байхгүй,Вакум,16,Бүргэд,74.72 м²,3,Лизинггүй,2,Ашиглалтад орсон,
139110000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,46.37 м²,8,Лизинггүй,2,Ашиглалтад ороогүй,
6700000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,1 тагттай,2024,Байхгүй,Вакум,18,Бүргэд,101.86 м²,12,Банкны лизингтэй,4,Ашиглалтад орсон,
1450000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Ламинат,Тагтгүй,2023,Байхгүй,Вакум,12,Төмөр вакум,140.5 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,
387651000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байхгүй,Вакум,15,Төмөр,117.47 м²,5,Лизинггүй,4,Ашиглалтад орсон,
650000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1 тагттай,2023,Байгаа,Вакум,23,Бүргэд,77.15 м²,15,Банкны лизингтэй,4,Ашиглалтад орсон,
560000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,130.0 м²,12,Лизинггүй,6,Ашиглалтад орсон,
203000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,61.51 м²,1,Лизинггүй,3,Ашиглалтад орсон,
350000000.00,"УБ — Чингэлтэй, Чингэлтэй, Хороо 1",Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Мод,80.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
4300000.00,"УБ — Хан-Уул, King Tower",Паркет,Тагтгүй,2023,Байхгүй,Вакум,16,Мод,114.0 м²,4,Лизинггүй,6,Ашиглалтад орсон,
150000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Вакум,41.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,
195000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,Тагтгүй,2016,Байхгүй,Вакум,16,Төмөр,47.85 м²,14,Лизинггүй,2,Ашиглалтад орсон,
472300000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,Тагтгүй,2019,Байхгүй,Вакум,15,Бүргэд,93.0 м²,12,Лизинггүй,3,Ашиглалтад орсон,
97200000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,32.4 м²,4,Лизинггүй,1,Ашиглалтад орсон,
2300000.00,"Төв, Төв",Паркет,2 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,83.96 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,
590000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1 тагттай,2015,Байхгүй,Вакум,13,Төмөр,142.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,
216700000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,60.2 м²,9,Лизинггүй,3,Ашиглалтад орсон,
182300000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,47.35 м²,5,Лизинггүй,3,Ашиглалтад орсон,
302000000.00,"УБ — Баянгол, Баянгол, Хороо 16",Паркет,Тагтгүй,2023,Байгаа,Вакум,5,Бүргэд,55.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,
390402000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2021,Байгаа,Вакум,16,Бүргэд,84.87 м²,6,Лизинггүй,4,Ашиглалтад орсон,
200000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,52.56 м²,5,Лизинггүй,5,Ашиглалтад орсон,
118000000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,39.15 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,
350000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,2 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,74.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,
280000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байгаа,Вакум,16,Бүргэд,81.32 м²,10,Лизинггүй,4,Ашиглалтад орсон,
4000000.00,"УБ — Хан-Уул, Арцатын ам",Паркет,2 тагттай,2022,Байхгүй,Вакум,5,Бүргэд,103.0 м²,4,Лизинггүй,5,Ашиглалтад орсон,
445000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,2 тагттай,2014,Байхгүй,Вакум,11,Төмөр вакум,126.4 м²,6,Банкны лизингтэй,8,Ашиглалтад орсон,
3200000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 21",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,40.86 м²,7,Лизинггүй,2,Ашиглалтад орсон,
4900000.00,"УБ — Хан-Уул, Хүннү",Паркет,2 тагттай,2017,Байгаа,Вакум,17,Бүргэд,117.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,
3200000.00,"УБ — Баянзүрх, Монгол Япон эмнэлэг",Паркет,1 тагттай,2024,Байхгүй,Модон вакум,9,Төмөр вакум,46.76 м²,3,Лизинггүй,3,Ашиглалтад орсон,
175000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,17,Төмөр вакум,56.0 м²,16,Лизинггүй,2,Ашиглалтад орсон,
245000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2007,Байхгүй,Вакум,5,Төмөр вакум,76.88 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,
1200000000.00,"УБ — Хан-Уул, Japan town",Паркет,2 тагттай,2017,Байгаа,Модон вакум,14,Төмөр,161.0 м²,4,Лизинггүй,5,Ашиглалтад орсон,
330000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Төмөр,99.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
1708500000.00,"УБ — Хан-Уул, River Garden",Паркет,3+ тагттай,2014,Байгаа,Модон вакум,7,Мод,201.0 м²,6,Лизинггүй,7,Ашиглалтад орсон,
370000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2010,Байгаа,Вакум,6,Вакум,110.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
95000000.00,"УБ — Сүхбаатар, Бага тойрог",Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Төмөр,30.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,
3300000.00,"УБ — Баянзүрх, Офицер",Паркет,2 тагттай,2024,Байгаа,Вакум,15,Төмөр вакум,70.6 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,
99000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 16",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,33.0 м²,14,Банкны лизингтэй,1,Ашиглалтад орсон,
250000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,64.55 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,
3300000.00,"УБ — Баянзүрх, Офицер",Паркет,2 тагттай,2024,Байгаа,Вакум,15,Төмөр вакум,70.6 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,
99000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 16",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,33.0 м²,14,Банкны лизингтэй,1,Ашиглалтад орсон,
250000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,64.55 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,
413000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2024,Байгаа,Вакум,25,Бүргэд,70.0 м²,22,Банкны лизингтэй,3,Ашиглалтад орсон,
345000000.00,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,97.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
345000000.00,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,97.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
360000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,78.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,
715500000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2024,Байхгүй,Вакум,21,Бүргэд,170.0 м²,14,Лизинггүй,8,Ашиглалтад ороогүй,
3000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 2",Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,66.0 м²,15,Лизинггүй,5,Ашиглалтад орсон,
718000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байгаа,Вакум,10,Бүргэд,158.0 м²,8,Банкны лизингтэй,7,Ашиглалтад орсон,
409000000.00,"УБ — Хан-Уул, Яармаг",Паркет,Тагтгүй,2022,Байхгүй,Вакум,10,Бүргэд,92.0 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,
300000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,Тагтгүй,2021,Байхгүй,Вакум,15,Төмөр,58.0 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,
153000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр,42.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,
275000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2020,Байхгүй,Вакум,7,Бүргэд,92.3 м²,4,Лизинггүй,4,Ашиглалтад орсон,
250000000.00,"УБ — Баянгол, Баянгол, Хороо 6",Паркет,1 тагттай,2014,Байгаа,Вакум,7,Бүргэд,77.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,
207500000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 8",Паркет,Тагтгүй,2024,Байхгүй,Вакум,25,Төмөр,41.5 м²,23,Лизинггүй,1,Ашиглалтад ороогүй,
330000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,88.0 м²,5,Лизинггүй,3,Ашиглалтад ороогүй,
124000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,49.36 м²,6,Лизинггүй,2,Ашиглалтад ороогүй,
240000000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,68.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
4800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2024,Байхгүй,Вакум,24,Төмөр,72.0 м²,21,Лизинггүй,4,Ашиглалтад ороогүй,
158000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,55.0 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,
150000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,46.19 м²,2,Лизинггүй,2,Ашиглалтад орсон,
3300000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байхгүй,Вакум,12,Төмөр,54.5 м²,8,Лизинггүй,2,Ашиглалтад орсон,
340000000.00,УБ — Сүхбаатар,Паркет,Тагтгүй,2020,Байгаа,Вакум,9,Бүргэд,108.4 м²,1,Лизинггүй,5,Ашиглалтад орсон,
7500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2023,Байгаа,Төмөр вакум,25,Бүргэд,106.5 м²,18,Лизинггүй,3,Ашиглалтад орсон,
3400000.00,УБ — Сүхбаатар,Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,86.45 м²,6,Лизинггүй,4,Ашиглалтад ороогүй,
5500000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,9,Бүргэд,49.7 м²,4,Лизинггүй,3,Ашиглалтад орсон,
5500000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,9,Бүргэд,77.5 м²,5,Лизинггүй,4,Ашиглалтад орсон,
3800000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2015,Байгаа,Вакум,6,Бүргэд,300.0 м²,5,Лизинггүй,8,Ашиглалтад орсон,
93000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2012,Байхгүй,Вакум,4,Бүргэд,38.0 м²,3,Лизинггүй,1,Ашиглалтад орсон,
120000000.00,"УБ — Баянзүрх, Офицер",Паркет,Тагтгүй,2014,Байгаа,Вакум,12,Бүргэд,40.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,
668000000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2024,Байхгүй,Вакум,21,Төмөр,94.2 м²,4,Лизинггүй,4,Ашиглалтад орсон,
180000000.00,"УБ — Баянгол, 25-р эмийн сан",Паркет,Тагтгүй,2012,Байхгүй,Вакум,12,Бүргэд,57.7 м²,6,Лизинггүй,4,Ашиглалтад орсон,
161000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2018,Байхгүй,Вакум,4,Бүргэд,62.0 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,
154800000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,43.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
