үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:,Код:,location:
8200000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2022,Байгаа,Төмөр вакум,23,Бүргэд,216.26 м²,5,Банкны лизингтэй,7,Ашиглалтад орсон,,,
4200000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2024,Байхгүй,Вакум,20,Бүргэд,170.31 м²,14,Лизинггүй,7,Ашиглалтад ороогүй,,,
260000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2019,Байхгүй,Вакум,6,Бүргэд,66.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
415000000.00,"УБ — Хан-Уул, Хансвилл хотхон",Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Мод,98.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
3350000.00,"УБ — Баянзүрх, Халдвартын эмнэлэг",Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,72.72 м²,5,Лизинггүй,3,Ашиглалтад орсон,,,
3400000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2024,Байхгүй,Вакум,12,Төмөр,72.67 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,,,
1010760000.00,"УБ — Хан-Уул, Яармаг",Паркет,3+ тагттай,2020,Байгаа,Вакум,10,Бүргэд,253.0 м²,10,Банкны лизингтэй,8,Ашиглалтад орсон,,,
3400000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,113.0 м²,4,Лизинггүй,6,Ашиглалтад орсон,,,
720000000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2018,Байгаа,Вакум,7,Бүргэд,145.0 м²,7,Банкны лизингтэй,6,Ашиглалтад орсон,,,
1080000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2018,Байгаа,Вакум,11,Мод,165.1 м²,8,Лизинггүй,7,Ашиглалтад орсон,,,
1013970000.00,"УБ — Сүхбаатар, 220 мянгат",Паркет,1 тагттай,2024,Байгаа,Вакум,22,Төмөр,138.9 м²,11,Банкны лизингтэй,5,Ашиглалтад орсон,,,
220000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,50.69 м²,10,Лизинггүй,2,Ашиглалтад орсон,,,
135000000.00,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв",Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,51.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
385000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2010,Байгаа,Вакум,10,Бүргэд,125.0 м²,4,Лизинггүй,7,Ашиглалтад орсон,,,
3100000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,71.4 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
135000000.00,"УБ — Баянзүрх, 14-р хороолол",Ламинат,1 тагттай,2018,Байхгүй,Төмөр вакум,9,Төмөр,40.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
338800000.00,"Төв, Төв",Паркет,2 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,121.0 м²,2,Банкны лизингтэй,8,Ашиглалтад орсон,,,
155000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2013,Байгаа,Вакум,10,Бүргэд,47.0 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
127000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 7",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,53.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
112000000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,35.47 м²,13,Лизинггүй,2,Ашиглалтад орсон,,,
850000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Төмөр,178.0 м²,3,Банкны лизингтэй,6,Ашиглалтад орсон,,,
4300000.00,"УБ — Баянзүрх, Олимп хотхон",Паркет,2 тагттай,2017,Байгаа,Вакум,16,Бүргэд,129.0 м²,13,Лизинггүй,5,Ашиглалтад орсон,,,
6800000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,2 тагттай,2024,Байгаа,Вакум,15,Бүргэд,112.94 м²,10,Лизинггүй,4,Ашиглалтад орсон,,,
4650000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Паркет,1 тагттай,2024,Байгаа,Вакум,25,Бүргэд,135.59 м²,11,Лизинггүй,7,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,1993,Байхгүй,Вакум,5,Бүргэд,75.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,,,
220000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 10",Паркет,1 тагттай,1989,Байхгүй,Вакум,4,Бүргэд,80.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
182000000.00,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,53.56 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
1030000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байхгүй,Модон вакум,16,Төмөр вакум,135.0 м²,8,Лизинггүй,6,Ашиглалтад ороогүй,,,
4100000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 4",Паркет,2 тагттай,2003,Байгаа,Вакум,6,Бүргэд,99.7 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,,,
177570000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2008,Байгаа,Вакум,9,Бүргэд,59.19 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
75000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,Тагтгүй,1990,Байхгүй,Вакум,9,Бүргэд,36.0 м²,1,Лизинггүй,1,Ашиглалтад орсон,,,
1600000000.00,"УБ — Хан-Уул, River Garden",Паркет,3+ тагттай,2025,Байгаа,Төмөр вакум,12,Бүргэд,241.0 м²,5,Хувь лизингтэй,8,Ашиглалтад ороогүй,,,
3800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 3",Мод,2 тагттай,2011,Байгаа,Вакум,9,Төмөр вакум,165.4 м²,6,Лизинггүй,7,Ашиглалтад орсон,,,
75000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр,22.3 м²,5,Лизинггүй,1,Ашиглалтад ороогүй,,,
455125000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1 тагттай,2023,Байхгүй,Вакум,17,Бүргэд,80.0 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,,,
2610000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Бүргэд,38.31 м²,10,Лизинггүй,2,Ашиглалтад орсон,,,
170880000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2015,Байгаа,Вакум,12,Бүргэд,54.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
120000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,37.0 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,,,
800000000.00,УБ — Сүхбаатар,Паркет,2 тагттай,2024,Байгаа,Вакум,23,Бүргэд,135.0 м²,20,Банкны лизингтэй,8,Ашиглалтад орсон,,,
380000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Ламинат,2 тагттай,2005,Байхгүй,Вакум,5,Төмөр,96.0 м²,5,Лизинггүй,6,Ашиглалтад орсон,,,
340000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,2 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,100.8 м²,11,Лизинггүй,4,Ашиглалтад орсон,,,
220000000.00,"УБ — Чингэлтэй, 40 мянгат",Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,35.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
1700000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,3+ тагттай,2009,Байгаа,Вакум,5,Вакум,426.0 м²,4,Лизинггүй,7,Ашиглалтад орсон,,,
492000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,Тагтгүй,2024,Байгаа,Вакум,16,Бүргэд,82.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
156000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,1 тагттай,2009,Байхгүй,Вакум,5,Бүргэд,48.5 м²,3,Лизинггүй,2,Ашиглалтад орсон,,,
315000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2014,Байгаа,Вакум,12,Бүргэд,84.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
400.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Цемент,2 тагттай,2009,Байгаа,Мод,6,Бүргэд,99.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2001,Байхгүй,Вакум,10,Бүргэд,29.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
800000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,2 тагттай,2024,Байгаа,Вакум,23,Бүргэд,135.0 м²,20,Банкны лизингтэй,6,Ашиглалтад орсон,,,
75000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,40.0 м²,2,Лизинггүй,1,Ашиглалтад ороогүй,,,
255000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 7",Паркет,1 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,71.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
1950000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,2 тагттай,2022,Байгаа,Вакум,12,Төмөр,278.81 м²,10,Банкны лизингтэй,6,Ашиглалтад орсон,,,
396000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,Тагтгүй,2015,Байгаа,Төмөр вакум,13,Бүргэд,100.0 м²,12,Лизинггүй,7,Ашиглалтад орсон,,,
248040000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2024,Байгаа,Вакум,16,Төмөр,95.4 м²,14,Лизинггүй,8,Ашиглалтад орсон,,,
120000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2005,Байхгүй,Төмөр вакум,9,Төмөр вакум,38.01 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
380000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,Тагтгүй,2012,Байгаа,Вакум,13,Төмөр,120.5 м²,11,Хувь лизингтэй,4,Ашиглалтад орсон,,,
2500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 4",Паркет,2 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,91.21 м²,9,Банкны лизингтэй,5,Ашиглалтад орсон,,,
4200000.00,"УБ — Хан-Уул, Мишээл",Цемент,1 тагттай,2024,Байхгүй,Вакум,10,Төмөр,112.0 м²,16,Лизинггүй,6,Ашиглалтад орсон,,,
3600000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2008,Байгаа,Вакум,9,Мод,103.0 м²,8,Банкны лизингтэй,4,Ашиглалтад орсон,,,
800000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2024,Байгаа,Вакум,23,Төмөр,134.35 м²,20,Банкны лизингтэй,5,Ашиглалтад орсон,,,
4500000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1 тагттай,2024,Байгаа,Вакум,18,Бүргэд,119.0 м²,9,Банкны лизингтэй,6,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2018,Байхгүй,Вакум,9,Бүргэд,72.14 м²,8,Лизинггүй,3,Ашиглалтад орсон,,,
255000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Паркет,1 тагттай,2006,Байхгүй,Вакум,6,Бүргэд,45.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
75000000.00,"УБ — Сонгинохайрхан, 5 шар",Паркет,Тагтгүй,1990,Байхгүй,Вакум,5,Бүргэд,27.4 м²,1,Лизинггүй,2,Ашиглалтад орсон,,,
160000000.00,"УБ — Баянгол, 25-р эмийн сан",Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,61.0 м²,5,Лизинггүй,6,Ашиглалтад орсон,,,
162000000.00,"УБ — Баянгол, 6-р бичил",Паркет,2 тагттай,1996,Байхгүй,Вакум,9,Бүргэд,74.0 м²,1,Банкны лизингтэй,4,Ашиглалтад орсон,,,
140000000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2000,Байхгүй,Вакум,5,Бүргэд,72.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянгол, Богд-Ар",Паркет,1 тагттай,2009,Байхгүй,Вакум,16,Мод,67.0 м²,12,Лизинггүй,3,Ашиглалтад орсон,,,
135000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1987,Байхгүй,Вакум,9,Бүргэд,30.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
1140000000.00,"УБ — Хан-Уул, River Garden",Паркет,2 тагттай,2021,Байгаа,Вакум,16,Төмөр,228.0 м²,16,Лизинггүй,7,Ашиглалтад орсон,,,
294000000.00,"УБ — Хан-Уул, Зайсан",Паркет,3+ тагттай,2008,Байгаа,Вакум,6,Бүргэд,98.0 м²,5,Лизинггүй,8,Ашиглалтад орсон,,,
94000000.00,"УБ — Баянзүрх, Цайз 16",Паркет,1 тагттай,2017,Байхгүй,Вакум,15,Бүргэд,37.19 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
1365000000.00,"УБ — Сүхбаатар, 5-р хороолол",Паркет,1 тагттай,2017,Байгаа,Вакум,12,Төмөр,210.0 м²,10,Лизинггүй,7,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянзүрх, Olympic village",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Төмөр,44.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
110000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 22",Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Төмөр,29.0 м²,6,Лизинггүй,1,Ашиглалтад орсон,,,
135000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2018,Байхгүй,Вакум,6,Төмөр,38.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
79000000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,21.1 м²,8,Лизинггүй,1,Ашиглалтад орсон,,,
